ExperimentID,ImageName,ImageID,TCS_image,TP_ground,TP_features,FP_ground,FP_features,FN_ground,FN_features,PredictionID,TCS_prediction
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 5, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 6, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 7, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 8, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 9, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 10, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 11, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 12, 0.000
15, 000000363902.jpg, 66, 0.000, 10, 1, 3, 12, 3, 0, 13, 0.000
15, 000000019663.jpg, 67, 0.000, 2, 1, 0, 1, 0, 0, 1, 341.000
15, 000000019663.jpg, 67, 0.000, 2, 1, 0, 1, 0, 0, 2, 0.000
15, 000000393411.jpg, 68, 0.000, 1, 0, 0, 1, 1, 0, 1, 0.000
