R_i_min,beta_legs,model_confidence_threshold,TCS_threshold,TP,FP,FN
70.000, 1.000, 45.000, 100.000, 144.000, 26.000, 445.000
70.000, 1.000, 45.000, 200.000, 144.000, 26.000, 445.000
70.000, 1.000, 45.000, 700.000, 33.000, 10.000, 556.000
70.000, 1.000, 50.000, 1.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 10.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 20.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 30.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 40.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 50.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 60.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 70.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 75.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 80.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 85.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 90.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 100.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 200.000, 144.000, 25.000, 445.000
70.000, 1.000, 50.000, 700.000, 33.000, 9.000, 556.000
70.000, 1.000, 55.000, 1.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 10.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 20.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 30.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 40.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 50.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 60.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 70.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 75.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 80.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 85.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 90.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 100.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 200.000, 144.000, 25.000, 445.000
70.000, 1.000, 55.000, 700.000, 33.000, 9.000, 556.000
70.000, 1.000, 60.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 60.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 65.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 65.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 70.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 70.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 75.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 75.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 80.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 80.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 85.000, 1.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 10.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 20.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 30.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 40.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 50.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 60.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 70.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 75.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 80.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 85.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 90.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 100.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 200.000, 144.000, 23.000, 445.000
70.000, 1.000, 85.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 90.000, 1.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 10.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 20.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 30.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 40.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 50.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 60.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 70.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 75.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 80.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 85.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 90.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 100.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 200.000, 144.000, 20.000, 445.000
70.000, 1.000, 90.000, 700.000, 33.000, 8.000, 556.000
70.000, 1.000, 95.000, 1.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 10.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 20.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 30.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 40.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 50.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 60.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 70.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 75.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 80.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 85.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 90.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 100.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 200.000, 143.000, 20.000, 446.000
70.000, 1.000, 95.000, 700.000, 32.000, 8.000, 557.000
70.000, 1.000, 100.000, 1.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 10.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 20.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 30.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 40.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 50.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 60.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 70.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 75.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 80.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 85.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 90.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 100.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 200.000, 38.000, 3.000, 551.000
70.000, 1.000, 100.000, 700.000, 12.000, 2.000, 577.000
